Transaction_Date,Transaction_Ref,Description,Withdrawal,Deposit,Balance
2024-07-28,1974253,WITHDRAWAL,0.0,465.0,0.0
2024-07-29,592964,WITHDRAWAL,0.0,180.0,0.0
2024-07-29,2774649,WITHDRAWAL,0.0,140.0,0.0
2024-07-30,1638763,WITHDRAWAL,0.0,1638763.0,191622165283228.0
2024-07-30,2341537,WITHDRAWAL,0.0,2341537.0,0.0
2024-07-30,2660545,WITHDRAWAL,0.0,200.0,0.0
2024-07-31,2029448,DEBIT,2029448.0,11056169299522.0,100.0
2024-07-31,924016283,CREDIT,0.0,924016283.0,0.0
2024-08-03,1374645,WITHDRAWAL,0.0,1374645.0,0.0
2024-08-03,2260964,WITHDRAWAL,0.0,335.0,0.0
2024-08-04,1186815,WITHDRAWAL,0.0,505.0,0.0
2024-08-05,1238371,WITHDRAWAL,0.0,195.0,0.0
2024-08-05,2511916,DEBIT,199.0,0.0,10612.39
2024-08-07,549000028,DEPOSIT,549000028.0,0.0,0.0
2024-08-07,802114,WITHDRAWAL,0.0,802114.0,0.0
2024-08-08,1051002,WITHDRAWAL,0.0,98.0,0.0
2024-08-09,1244100,WITHDRAWAL,0.0,400.0,0.0
2024-08-09,1393646,DEPOSIT,0.0,1393646.0,0.0
2024-08-09,1530865,WITHDRAWAL,0.0,300.0,0.0
2024-08-11,2373004,WITHDRAWAL,0.0,2373004.0,0.0
2024-08-12,1551863,WITHDRAWAL,0.0,20.0,0.0
2024-08-12,2165494,WITHDRAWAL,0.0,180.0,0.0
2024-08-13,1537278,WITHDRAWAL,0.0,220.0,0.0
2024-08-13,2023278,WITHDRAWAL,0.0,220.0,0.0
2024-08-15,950004414,DEPOSIT,0.0,950004414.0,0.0
2024-08-15,308927,WITHDRAWAL,0.0,100.0,0.0
2024-08-15,347145,DEPOSIT,0.0,347145.0,0.0
2024-08-15,503414,WITHDRAWAL,0.0,85.0,0.0
2024-08-15,932267,WITHDRAWAL,0.0,170.0,0.0
2024-08-15,1344952,WITHDRAWAL,0.0,1344952.0,0.0
2024-08-15,1403176,WITHDRAWAL,0.0,130.0,0.0
2024-08-15,1411601,WITHDRAWAL,0.0,40.0,0.0
2024-08-15,2059017,WITHDRAWAL,0.0,2200.0,0.0
2024-08-15,2207730,WITHDRAWAL,0.0,2207730.0,0.0
2024-08-16,819651,WITHDRAWAL,0.0,55.0,0.0
2024-08-16,1948854,WITHDRAWAL,0.0,150.0,0.0
2024-08-17,1160697,WITHDRAWAL,0.0,720.0,0.0
2024-08-18,1383730,WITHDRAWAL,0.0,10000.0,0.0
2024-08-18,1507330,WITHDRAWAL,0.0,130.0,0.0
2024-08-19,907010,WITHDRAWAL,0.0,31.25,0.0
2024-08-20,777410,WITHDRAWAL,0.0,777410.0,3341362165573228.0
2024-08-20,2012611,WITHDRAWAL,0.0,270.0,0.0
2024-08-22,417659,WITHDRAWAL,0.0,417659.0,0.0
2024-08-22,817813,WITHDRAWAL,0.0,817813.0,6813422169413228.0
2024-08-22,2080215,WITHDRAWAL,0.0,370.0,0.0
2024-08-23,1921781,WITHDRAWAL,0.0,139.0,0.0
2024-08-24,1483729,WITHDRAWAL,0.0,295.0,0.0
2024-08-25,1513024,WITHDRAWAL,0.0,160.0,0.0
2024-08-26,848285,WITHDRAWAL,0.0,60.0,0.0
2024-08-27,817042,WITHDRAWAL,0.0,140.0,0.0
2024-08-27,2201432,WITHDRAWAL,0.0,227.5,0.0
2024-08-28,977835,WITHDRAWAL,0.0,46.67,0.0
2024-08-28,2448680,WITHDRAWAL,0.0,200.0,0.0
2024-08-29,2558502,WITHDRAWAL,0.0,250.0,0.0
2024-08-30,2511206,WITHDRAWAL,0.0,155.0,0.0
2024-08-31,950028580,WITHDRAWAL,0.0,950028580.0,0.0
2024-08-31,950065528,WITHDRAWAL,0.0,950065528.0,0.0
2024-08-31,1650056,DEPOSIT,0.0,1650056.0,0.0
2024-08-31,1755302,WITHDRAWAL,0.0,110.0,0.0
2024-08-31,2568244,WITHDRAWAL,0.0,292.0,0.0
2024-08-31,924015761,CREDIT,0.0,924015761.0,0.0
2024-09-01,2171595,DEPOSIT,0.0,2171595.0,0.0
2024-09-01,2296723,WITHDRAWAL,0.0,2296723.0,0.0
2024-09-02,429770,WITHDRAWAL,0.0,105.0,0.0
2024-09-02,437093,WITHDRAWAL,0.0,100.0,0.0
2024-09-02,1381005,WITHDRAWAL,0.0,1381005.0,0.0
2024-09-02,1384921,WITHDRAWAL,0.0,1384921.0,0.0
2024-09-02,2130090,WITHDRAWAL,0.0,2130090.0,0.0
2024-09-02,2321022,WITHDRAWAL,0.0,75.0,0.0
2024-09-03,866199,WITHDRAWAL,0.0,140.0,0.0
2024-09-03,1891513,DEBIT,100.0,0.0,795.7
2024-09-03,2264356,WITHDRAWAL,0.0,65.0,0.0
2024-09-04,952531,WITHDRAWAL,0.0,90.0,0.0
2024-09-05,1812871,WITHDRAWAL,0.0,260.0,0.0
2024-09-06,2039369,WITHDRAWAL,0.0,100.0,0.0
2024-09-06,2323734,WITHDRAWAL,0.0,300.0,0.0
2024-09-06,2450127,WITHDRAWAL,0.0,180.0,0.0
2024-09-07,2133089,WITHDRAWAL,0.0,2133089.0,0.0
2024-09-08,1584064,WITHDRAWAL,0.0,510.0,0.0
2024-09-09,1889376,WITHDRAWAL,0.0,1889376.0,0.0
2024-09-10,1168510,WITHDRAWAL,0.0,240.0,0.0
2024-09-10,1550207,DEPOSIT,0.0,1550207.0,0.0
2024-09-10,1670426,WITHDRAWAL,0.0,10.0,0.0
2024-09-10,1968088,WITHDRAWAL,0.0,2000.0,0.0
2024-09-10,2324301,WITHDRAWAL,0.0,105.0,0.0
2024-09-13,1669135,WITHDRAWAL,0.0,130.0,0.0
2024-09-13,1984166,WITHDRAWAL,0.0,500.0,0.0
2024-09-14,1162962,WITHDRAWAL,0.0,2030.0,0.0
2024-09-14,1170210,DEPOSIT,0.0,1170210.0,0.0
2024-09-14,1323480,WITHDRAWAL,0.0,330.0,0.0
2024-09-14,1376514,WITHDRAWAL,0.0,150.0,0.0
2024-09-14,2038863,WITHDRAWAL,0.0,160.0,0.0
2024-09-14,2203939,WITHDRAWAL,0.0,180.0,0.0
2024-09-15,572039,WITHDRAWAL,0.0,572039.0,0.0
2024-09-16,1195076,WITHDRAWAL,0.0,345.0,0.0
2024-09-16,2089401,WITHDRAWAL,0.0,198.33,0.0
2024-09-16,2103380,WITHDRAWAL,0.0,70.0,0.0
2024-09-17,725735,WITHDRAWAL,0.0,170.0,0.0
2024-09-17,1930613,WITHDRAWAL,0.0,48.33,0.0
2024-09-18,950011028,WITHDRAWAL,0.0,330.0,0.0
2024-09-18,370491,WITHDRAWAL,0.0,135.0,0.0
2024-09-19,434120,WITHDRAWAL,0.0,195.0,0.0
2024-09-20,947486,WITHDRAWAL,0.0,947486.0,2213572162883228.0
2024-09-20,1752629,WITHDRAWAL,0.0,180.0,0.0
2024-09-20,1883259,WITHDRAWAL,0.0,300.0,0.0
2024-09-21,1618761,WITHDRAWAL,0.0,530.0,0.0
2024-09-21,1622088,WITHDRAWAL,0.0,1622088.0,241752164573228.0
2024-09-22,950040689,DEPOSIT,0.0,950040689.0,17823759.0
2024-09-23,358479,DEPOSIT,0.0,358479.0,0.0
2024-09-23,832055,WITHDRAWAL,0.0,832055.0,0.0
2024-09-23,1646548,WITHDRAWAL,0.0,300.0,0.0
2024-09-23,1756199,DEPOSIT,0.0,1756199.0,0.0
2024-09-24,799705,WITHDRAWAL,0.0,799705.0,1201302161223228.0
2024-09-24,2021731,WITHDRAWAL,0.0,170.0,0.0
2024-09-25,1585251,WITHDRAWAL,0.0,380.0,0.0
2024-09-26,422617,WITHDRAWAL,0.0,150.0,0.0
2024-09-26,2170165,WITHDRAWAL,0.0,140.0,0.0
2024-09-27,1044356,WITHDRAWAL,0.0,110.0,0.0
2024-09-27,2293045,WITHDRAWAL,0.0,340.0,0.0
2024-09-27,2284994,WITHDRAWAL,0.0,240.0,0.0
2024-09-28,816485,WITHDRAWAL,0.0,50.0,0.0
2024-09-28,895054,WITHDRAWAL,0.0,130.0,0.0
2024-09-28,885221,WITHDRAWAL,0.0,300.0,0.0
2024-09-28,2429736,WITHDRAWAL,0.0,50.0,0.0
2024-09-29,787171,WITHDRAWAL,0.0,310.0,0.0
2024-09-29,2113325,WITHDRAWAL,0.0,100.0,0.0
2024-09-29,2451340,WITHDRAWAL,0.0,2451340.0,0.0
2024-09-30,938627,WITHDRAWAL,0.0,938627.0,2101362168263228.0
2024-09-30,973989,WITHDRAWAL,0.0,973989.0,3531372166933228.0
2024-09-30,1690292,DEPOSIT,0.0,1690292.0,0.0
2024-09-30,924015373,CREDIT,0.0,924015373.0,0.0
2024-10-01,1190711,WITHDRAWAL,0.0,660.0,0.0
2024-10-01,2385562,WITHDRAWAL,0.0,155.0,0.0
2024-10-01,2703242,WITHDRAWAL,0.0,2703242.0,0.0
2024-07-08,221648,WITHDRAWAL,0.0,20.0,0.0
2024-07-08,607033,WITHDRAWAL,0.0,607033.0,911422121332975.0
2024-07-08,991662,WITHDRAWAL,0.0,69.0,0.0
2024-07-14,264103,WITHDRAWAL,0.0,85.0,0.0
2024-07-09,156929,WITHDRAWAL,0.0,20.0,0.0
2024-07-09,1456274,WITHDRAWAL,0.0,20.0,0.0
2024-07-10,576456,DEBIT,7.0,0.0,0.43
2024-07-10,645199,DEPOSIT,0.0,645199.0,0.0
2024-07-10,685824,WITHDRAWAL,0.0,210.0,0.0
2024-07-10,1266672,WITHDRAWAL,0.0,100.0,0.0
2024-07-10,1328055,WITHDRAWAL,0.0,1328055.0,0.0
2024-07-10,1451833,WITHDRAWAL,0.0,40.0,0.0
2024-07-11,955902,WITHDRAWAL,0.0,50.0,0.0
2024-07-11,1430443,WITHDRAWAL,0.0,100.0,0.0
2024-07-11,1434253,WITHDRAWAL,0.0,50.0,0.0
2024-07-11,2210603,WITHDRAWAL,0.0,40.0,0.0
2024-07-12,125869,DEPOSIT,0.0,125869.0,0.0
2024-07-12,190706,WITHDRAWAL,0.0,190706.0,962942124092975.0
2024-07-12,501612,WITHDRAWAL,0.0,45.0,0.0
2024-07-12,692688,DEPOSIT,0.0,692688.0,1.0
2024-07-12,855059,WITHDRAWAL,0.0,95.0,0.0
2024-07-12,1252573,WITHDRAWAL,0.0,50.0,0.0
2024-07-12,1270273,WITHDRAWAL,0.0,45.0,0.0
2024-07-12,1589190,DEPOSIT,0.0,1589190.0,0.0
2024-07-12,1875698,WITHDRAWAL,0.0,105.0,0.0
2024-07-12,2094090,DEPOSIT,0.0,2094090.0,0.0
2024-07-13,914598,WITHDRAWAL,0.0,55.0,0.0
2024-07-13,1723372,WITHDRAWAL,0.0,25.0,0.0
2024-07-13,1741229,WITHDRAWAL,0.0,130.0,0.0
2024-07-14,253520,WITHDRAWAL,0.0,20.0,0.0
2024-07-30,2421541,DEPOSIT,0.0,2421541.0,0.0
2024-07-30,2462207,DEPOSIT,0.0,2462207.0,0.0
2024-07-30,2547484,DEPOSIT,0.0,2547484.0,0.0
2024-07-30,2566981,DEPOSIT,0.0,2566981.0,0.0
2024-07-30,2586478,DEPOSIT,0.0,2586478.0,0.0
2024-07-30,2634209,DEPOSIT,0.0,2634209.0,0.0
2024-07-30,2790196,DEPOSIT,0.0,2790196.0,0.0
2024-07-30,2857356,DEPOSIT,0.0,2857356.0,0.0
2024-07-30,2888329,DEPOSIT,0.0,2888329.0,0.0
2024-07-30,2896229,DEPOSIT,0.0,2896229.0,0.0
2024-07-30,2907212,DEPOSIT,0.0,2907212.0,0.0
2024-07-14,270008,WITHDRAWAL,0.0,170.0,0.0
2024-07-14,544031,WITHDRAWAL,0.0,40.0,0.0
2024-07-14,559477,WITHDRAWAL,0.0,30.0,0.0
2024-07-14,1031444,WITHDRAWAL,0.0,111.0,0.0
2024-07-14,1044577,WITHDRAWAL,0.0,1044577.0,141562123132975.0
2024-07-14,1136263,WITHDRAWAL,0.0,1136263.0,0.0
2024-07-14,1422628,WITHDRAWAL,0.0,50.0,0.0
2024-07-14,1564883,WITHDRAWAL,0.0,75.0,0.0
2024-07-14,1705237,WITHDRAWAL,0.0,20.0,0.0
2024-07-14,1882319,WITHDRAWAL,0.0,260.0,0.0
2024-07-15,107291,WITHDRAWAL,0.0,95.0,0.0
2024-07-15,1222406,WITHDRAWAL,0.0,44.0,0.0
2024-07-15,2002893,WITHDRAWAL,0.0,50.0,0.0
2024-07-15,2093718,WITHDRAWAL,0.0,950.0,0.0
2024-07-15,2198759,WITHDRAWAL,0.0,20.0,0.0
2024-07-16,284549,WITHDRAWAL,0.0,190.0,0.0
2024-07-16,738297,WITHDRAWAL,0.0,120.0,0.0
2024-07-16,1953206,WITHDRAWAL,0.0,80.0,0.0
2024-07-17,1126178,WITHDRAWAL,0.0,60.0,0.0
2024-07-17,1541224,WITHDRAWAL,0.0,150.0,0.0
2024-07-17,1536959,WITHDRAWAL,0.0,35.0,0.0
2024-07-17,1583829,WITHDRAWAL,0.0,135.0,0.0
2024-07-17,1752686,WITHDRAWAL,0.0,100.0,0.0
2024-07-19,1893102,WITHDRAWAL,0.0,150.0,0.0
2024-07-19,2198595,WITHDRAWAL,0.0,201.0,0.0
2024-07-19,2241140,WITHDRAWAL,0.0,205.0,0.0
2024-07-19,2277712,WITHDRAWAL,0.0,120.0,0.0
2024-07-20,992352,WITHDRAWAL,0.0,785.0,0.0
2024-07-21,964370,WITHDRAWAL,0.0,964370.0,691562123872975.0
2024-07-21,1369329,WITHDRAWAL,0.0,100.0,0.0
2024-07-21,1387614,WITHDRAWAL,0.0,310.0,0.0
2024-07-21,1408162,WITHDRAWAL,0.0,75.0,0.0
2024-07-21,1436131,WITHDRAWAL,0.0,100.0,0.0
2024-07-21,1632185,WITHDRAWAL,0.0,10.0,0.0
2024-07-21,1950080,WITHDRAWAL,0.0,194.0,0.0
2024-07-21,2027187,WITHDRAWAL,0.0,100.0,0.0
2024-07-22,1246589,DEPOSIT,0.0,1246589.0,0.0
2024-07-23,1059230,WITHDRAWAL,0.0,50.0,0.0
2024-07-23,1070967,WITHDRAWAL,0.0,125.0,0.0
2024-07-23,1627856,WITHDRAWAL,0.0,167.0,0.0
2024-07-23,1826237,WITHDRAWAL,0.0,373.0,0.0
2024-07-23,1840441,DEPOSIT,0.0,1840441.0,0.0
2024-07-23,1839819,WITHDRAWAL,0.0,220.0,0.0
2024-07-23,1902745,WITHDRAWAL,0.0,100.0,0.0
2024-07-24,521523,WITHDRAWAL,0.0,150.0,0.0
2024-07-25,997312,WITHDRAWAL,0.0,997312.0,0.0
2024-07-30,1138453,DEPOSIT,0.0,1138453.0,0.0
2024-07-30,1212275,WITHDRAWAL,0.0,70.0,0.0
2024-07-30,2043292,DEPOSIT,0.0,2043292.0,0.0
2024-07-30,2045827,DEPOSIT,0.0,2045827.0,0.0
2024-07-30,2052485,DEPOSIT,0.0,2052485.0,0.0
2024-07-30,2060123,DEPOSIT,0.0,2060123.0,0.0
2024-07-30,2060372,DEPOSIT,0.0,2060372.0,0.0
2024-07-30,2054091,DEPOSIT,0.0,2054091.0,0.0
2024-07-30,2069281,DEPOSIT,0.0,2069281.0,0.0
2024-07-30,2077849,DEPOSIT,0.0,2077849.0,0.0
2024-07-30,2078027,DEPOSIT,0.0,2078027.0,0.0
2024-07-30,2085168,DEPOSIT,0.0,2085168.0,0.0
2024-07-30,2232872,DEPOSIT,0.0,2232872.0,0.0
2024-07-30,2243407,DEPOSIT,0.0,2243407.0,0.0
2024-07-30,2295155,DEPOSIT,0.0,2295155.0,0.0
2024-07-30,2323904,DEPOSIT,0.0,2323904.0,0.0
2024-07-30,2341537,DEPOSIT,0.0,2341537.0,0.0
2024-07-30,2411724,DEPOSIT,0.0,2411724.0,0.0
2024-07-30,2898830,DEPOSIT,0.0,2898830.0,0.0
2024-07-30,2945817,DEPOSIT,0.0,2945817.0,0.0
2024-07-30,2970276,DEPOSIT,0.0,2970276.0,0.0
2024-07-31,626346,DEPOSIT,0.0,626346.0,0.0
2024-07-31,874950,DEPOSIT,0.0,874950.0,0.0
2024-07-31,1385315,WITHDRAWAL,0.0,1610.0,0.0
2024-07-31,1387932,WITHDRAWAL,0.0,130.0,0.0
2024-07-31,2605865,DEPOSIT,0.0,2605865.0,0.0
2024-07-31,2764988,WITHDRAWAL,0.0,2764988.0,0.0
2024-07-31,921028190,CREDIT,0.0,921028190.0,0.0
2024-08-01,267153,WITHDRAWAL,0.0,850.0,0.0
2024-08-01,465341,DEPOSIT,0.0,465341.0,0.0
2024-08-01,1836021,DEPOSIT,0.0,1836021.0,0.0
2024-08-01,2411916,DEPOSIT,0.0,2411916.0,0.0
2024-08-01,2496799,DEPOSIT,0.0,2496799.0,0.0
2024-08-01,2781691,WITHDRAWAL,0.0,56.0,0.0
2024-08-02,62392,DEPOSIT,0.0,62392.0,0.0
2024-08-02,1973301,DEPOSIT,0.0,1973301.0,0.0
2024-08-02,2008057,WITHDRAWAL,0.0,1000.0,0.0
2024-08-03,1006584,DEPOSIT,0.0,1006584.0,0.0
2024-08-03,1065277,WITHDRAWAL,0.0,2100.0,0.0
2024-08-03,1100771,WITHDRAWAL,0.0,330.0,0.0
2024-08-03,1138804,WITHDRAWAL,0.0,3010.0,0.0
2024-08-03,1191007,WITHDRAWAL,0.0,2610.0,0.0
2024-08-03,1203509,WITHDRAWAL,0.0,2640.0,0.0
2024-08-03,1227226,WITHDRAWAL,0.0,560.0,0.0
2024-08-03,1254049,WITHDRAWAL,0.0,1740.0,0.0
2024-08-03,1347408,DEBIT,50.0,0.0,4500.63
2024-08-03,1888174,WITHDRAWAL,0.0,640.0,0.0
2024-08-03,2330121,DEPOSIT,0.0,2330121.0,0.0
2024-08-04,1378282,WITHDRAWAL,0.0,1378282.0,0.0
2024-08-05,2441041,WITHDRAWAL,0.0,2441041.0,0.0
2024-08-06,671256,WITHDRAWAL,0.0,945.0,0.0
2024-08-06,1766265,DEPOSIT,0.0,1766265.0,0.0
2024-08-06,1996738,WITHDRAWAL,0.0,1996738.0,0.0
2024-08-07,554161,DEPOSIT,0.0,554161.0,0.0
2024-08-08,318364,WITHDRAWAL,0.0,100.0,0.0
2024-08-08,2205201,WITHDRAWAL,0.0,2205201.0,0.0
2024-08-09,2349610,WITHDRAWAL,0.0,75.0,0.0
2024-08-09,2442991,WITHDRAWAL,0.0,100.0,0.0
2024-08-09,2525087,WITHDRAWAL,0.0,1000.0,0.0
2024-08-10,1999109,WITHDRAWAL,0.0,55.0,0.0
2024-08-13,1234651,WITHDRAWAL,0.0,245.0,0.0
2024-08-14,419530,DEPOSIT,0.0,419530.0,0.0
2024-08-14,1799698,WITHDRAWAL,0.0,1799698.0,0.0
2024-08-14,1932434,WITHDRAWAL,0.0,100.0,0.0
2024-08-15,2024953,WITHDRAWAL,0.0,80.0,0.0
2024-08-15,2025312,WITHDRAWAL,0.0,10.0,0.0
2024-08-16,891887,WITHDRAWAL,0.0,201.0,0.0
2024-08-17,975476,WITHDRAWAL,0.0,90.0,0.0
2024-08-17,2171307,WITHDRAWAL,0.0,325.0,0.0
2024-08-18,1332391,WITHDRAWAL,0.0,280.0,0.0
2024-08-18,1603400,WITHDRAWAL,0.0,130.0,0.0
2024-08-18,1702743,WITHDRAWAL,0.0,100.0,0.0
2024-08-18,2307327,WITHDRAWAL,0.0,1165.0,0.0
2024-08-18,2307856,DEBIT,50.0,0.0,528.63
2024-08-18,2308354,DEBIT,10.0,0.0,518.63
2024-08-19,906778,WITHDRAWAL,0.0,32.0,0.0
2024-08-19,2348285,WITHDRAWAL,0.0,2348285.0,0.0
2024-08-20,823207,WITHDRAWAL,0.0,823207.0,0.0
2024-08-20,1176849,DEPOSIT,0.0,1176849.0,0.0
2024-08-22,2104421,DEPOSIT,0.0,2104421.0,0.0
2024-08-22,2181728,WITHDRAWAL,0.0,2181728.0,0.0
2024-08-23,181284,WITHDRAWAL,0.0,181284.0,0.0
2024-08-23,1249018,WITHDRAWAL,0.0,1249018.0,0.0
2024-08-23,1403099,DEBIT,99.0,0.0,360.63
2024-08-23,1416807,CREDIT,1416807.0,0.0,0.0
2024-08-23,1417241,DEBIT,99.0,0.0,360.63
2024-08-23,1417249,CREDIT,1417249.0,0.0,0.0
2024-08-23,1419111,DEBIT,99.0,0.0,360.63
2024-08-23,1419124,CREDIT,1419124.0,0.0,0.0
2024-08-23,1422638,DEBIT,99.0,0.0,360.63
2024-08-23,1751046,DEBIT,50.0,0.0,310.63
2024-08-23,1986024,WITHDRAWAL,0.0,150.0,0.0
2024-08-24,955813,DEPOSIT,0.0,955813.0,0.0
2024-08-24,998390,WITHDRAWAL,0.0,40.0,0.0
2024-08-24,1194968,DEPOSIT,0.0,1194968.0,0.0
2024-08-24,1229675,WITHDRAWAL,0.0,6000.0,0.0
2024-08-24,1402372,WITHDRAWAL,0.0,90.0,0.0
2024-08-24,1529235,DEPOSIT,0.0,1529235.0,0.0
2024-08-24,1517824,WITHDRAWAL,0.0,1000.0,0.0
2024-08-24,1556978,DEPOSIT,0.0,1556978.0,0.0
2024-08-24,1635692,WITHDRAWAL,0.0,370.0,0.0
2024-08-24,1868096,WITHDRAWAL,0.0,150.0,0.0
2024-08-28,520024,WITHDRAWAL,0.0,65.0,0.0
2024-08-28,2551069,WITHDRAWAL,0.0,105.0,0.0
2024-08-30,1778634,WITHDRAWAL,0.0,1778634.0,0.0
2024-08-31,1452501,DEPOSIT,0.0,1452501.0,0.0
2024-08-31,921027212,CREDIT,0.0,921027212.0,0.0
2024-09-01,71302,DEBIT,49.0,0.0,998.82
2024-09-01,888069,WITHDRAWAL,0.0,265.0,0.0
2024-09-01,2187115,WITHDRAWAL,0.0,2187115.0,0.0
2024-09-01,2468955,DEPOSIT,0.0,2468955.0,0.0
2024-09-01,2533421,WITHDRAWAL,0.0,2533421.0,772112123352975.0
2024-09-02,436937,WITHDRAWAL,0.0,80.0,0.0
2024-09-02,2353706,WITHDRAWAL,0.0,2353706.0,0.0
2024-09-03,1471557,WITHDRAWAL,0.0,80.0,0.0
2024-09-03,2305008,WITHDRAWAL,0.0,108.0,0.0
2024-09-03,2321030,WITHDRAWAL,0.0,140.0,0.0
2024-09-06,2635668,DEPOSIT,0.0,2635668.0,0.0
2024-09-07,13745,WITHDRAWAL,0.0,13745.0,0.0
2024-09-07,70545,DEBIT,199.0,0.0,249.82
2024-09-07,1113217,DEPOSIT,0.0,1113217.0,0.0
2024-09-07,2217785,WITHDRAWAL,0.0,25.0,0.0
2024-09-07,2296037,WITHDRAWAL,0.0,100.0,0.0
2024-09-08,848144,WITHDRAWAL,0.0,20.0,0.0
2024-09-08,924725,WITHDRAWAL,0.0,155.0,0.0
2024-09-08,2448397,DEBIT,99.0,0.0,350.82
2024-09-09,789250,DEPOSIT,0.0,789250.0,0.0
2024-09-09,797451,WITHDRAWAL,0.0,20.0,0.0
2024-09-09,1009817,DEPOSIT,0.0,1009817.0,0.0
2024-09-09,1023682,WITHDRAWAL,0.0,160.0,0.0
2024-09-09,1161910,WITHDRAWAL,0.0,100.0,0.0
2024-09-11,984990,WITHDRAWAL,0.0,984990.0,0.0
2024-09-11,1300114,WITHDRAWAL,0.0,75.0,0.0
2024-09-12,1075712,WITHDRAWAL,0.0,300.0,0.0
2024-09-12,1386134,WITHDRAWAL,0.0,150.0,0.0
2024-09-12,1982209,WITHDRAWAL,0.0,20.0,0.0
2024-09-12,2211733,WITHDRAWAL,0.0,85.0,0.0
2024-09-12,2214425,WITHDRAWAL,0.0,30.0,0.0
2024-09-13,950000081,DEBIT,199.0,0.0,1091.82
2024-09-13,781233,WITHDRAWAL,0.0,15.0,0.0
2024-09-13,2412769,WITHDRAWAL,0.0,50.0,0.0
2024-09-13,2427092,WITHDRAWAL,0.0,170.0,0.0
2024-09-14,810188,WITHDRAWAL,0.0,120.0,0.0
2024-09-14,1505777,WITHDRAWAL,0.0,40.0,0.0
2024-09-14,1516621,WITHDRAWAL,0.0,200.0,0.0
2024-09-14,1747584,WITHDRAWAL,0.0,400.0,0.0
2024-09-16,668238,WITHDRAWAL,0.0,96.0,0.0
2024-09-18,1920040,WITHDRAWAL,0.0,50.0,0.0
2024-09-19,93664,WITHDRAWAL,0.0,93664.0,0.0
2024-09-20,1254445,CHEQUE,0.0,1254445.0,0.0
2024-09-20,1927247,DEPOSIT,0.0,1927247.0,0.0
2024-09-20,2010600,WITHDRAWAL,0.0,150.0,0.0
2024-09-20,2506935,WITHDRAWAL,0.0,165.0,0.0
2024-09-20,2605099,WITHDRAWAL,0.0,2605099.0,0.0
2024-09-21,10187,WITHDRAWAL,0.0,10187.0,3052402122382975.0
2024-09-21,1599573,WITHDRAWAL,0.0,335.0,0.0
2024-09-22,876412,WITHDRAWAL,0.0,100.0,0.0
2024-09-22,1736264,WITHDRAWAL,0.0,300.0,0.0
2024-09-22,1898681,WITHDRAWAL,0.0,265.0,0.0
2024-09-22,2760407,WITHDRAWAL,0.0,170.0,0.0
2024-09-22,2887702,DEBIT,199.0,0.0,19816.82
2024-09-23,1636763,WITHDRAWAL,0.0,180.0,0.0
2024-09-23,1676325,WITHDRAWAL,0.0,50.0,0.0
2024-09-24,271985,WITHDRAWAL,0.0,15.0,0.0
2024-09-24,382019,WITHDRAWAL,0.0,150.0,0.0
2024-09-24,2056976,WITHDRAWAL,0.0,145.0,0.0
2024-09-25,878099,WITHDRAWAL,0.0,200.0,0.0
2024-09-25,2256942,WITHDRAWAL,0.0,2256942.0,0.0
2024-09-26,414492,WITHDRAWAL,0.0,70.0,0.0
2024-09-27,2417038,DEPOSIT,0.0,2417038.0,0.0
2024-09-27,2434190,DEPOSIT,0.0,2434190.0,0.0
2024-09-28,1590925,DEBIT,49.0,0.0,2233.82
2024-09-28,1687471,WITHDRAWAL,0.0,200.0,0.0
2024-09-28,2220119,WITHDRAWAL,0.0,250.0,0.0
2024-09-28,2433200,WITHDRAWAL,0.0,160.0,0.0
2024-09-29,950036225,WITHDRAWAL,0.0,950.0,0.0
2024-09-29,1459599,WITHDRAWAL,0.0,230.0,0.0
2024-09-29,1473698,WITHDRAWAL,0.0,357.0,0.0
2024-09-30,921009438,CREDIT,0.0,921009438.0,0.0
2024-10-01,942338,DEPOSIT,0.0,942338.0,0.0
2024-10-01,949673,DEPOSIT,0.0,949673.0,0.0
2024-10-01,955817,WITHDRAWAL,0.0,955817.0,0.0
2024-10-01,2216100,DEPOSIT,0.0,2216100.0,0.0
2024-10-03,982177,WITHDRAWAL,0.0,138.0,0.0
2024-10-04,1006263,WITHDRAWAL,0.0,110.0,0.0
2024-10-04,1911691,WITHDRAWAL,0.0,1911691.0,0.0
2024-10-04,2243582,WITHDRAWAL,0.0,50.0,0.0
2024-10-04,2540853,WITHDRAWAL,0.0,60.0,0.0
2024-10-04,2562672,WITHDRAWAL,0.0,2562672.0,0.0
2024-10-05,1361443,DEBIT,20.0,0.0,373.19
2024-10-05,1605943,WITHDRAWAL,0.0,230.0,0.0
2024-10-05,2005447,DEPOSIT,0.0,2005447.0,0.0
2024-10-05,2006695,DEPOSIT,0.0,2006695.0,0.0
2024-10-05,2034107,DEPOSIT,0.0,2034107.0,0.0
2024-10-05,2036279,WITHDRAWAL,0.0,2036279.0,0.0
2024-07-01,263979,WITHDRAWAL,0.0,263979.0,0.0
2024-07-01,286823,DEBIT,10.0,0.0,5121.99
2024-07-01,533722,DEBIT,99.0,0.0,5022.99
2024-07-01,1448701,WITHDRAWAL,0.0,30.0,0.0
2024-07-01,1617937,DEBIT,10.0,0.0,4982.99
2024-07-02,622687,DEBIT,39.0,0.0,4943.99
2024-07-02,861712,DEBIT,40.0,0.0,4903.99
2024-07-02,1825261,WITHDRAWAL,0.0,35.0,0.0
